Rk,Player,Tm,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD
1,Steve Beuerlein*,CAR,34,QB,16,16,8-8-0,343,571,60.1,4436,36,6.3,15,2.6,208,88,7.8,7.8,12.9,277.3,94.6,50,280,6.69,6.76,8.1,1,1
2,Kurt Warner*+,STL,28,QB,16,16,13-3-0,325,499,65.1,4353,41,8.2,13,2.6,197,75,8.7,9.2,13.4,272.1,109.2,29,201,7.86,8.31,5.5,,
3,Peyton Manning*,IND,23,QB,16,16,13-3-0,331,533,62.1,4135,26,4.9,15,2.8,197,80,7.8,7.5,12.5,258.4,90.7,14,116,7.35,7.06,2.6,6,7
4,Brett Favre,GNB,30,QB,16,16,8-8-0,341,595,57.3,4091,22,3.7,23,3.9,196,74,6.9,5.9,12,255.7,74.7,35,223,6.14,5.2,5.6,3,3
5,Brad Johnson*,WAS,31,QB,16,16,10-6-0,316,519,60.9,4005,24,4.6,13,2.5,178,65,7.7,7.5,12.7,250.3,90,29,177,6.99,6.79,5.3,3,4
6,Drew Bledsoe,NWE,27,QB,16,16,8-8-0,305,539,56.6,3985,19,3.5,21,3.9,184,68,7.4,6.3,13.1,249.1,75.6,55,342,6.13,5.18,9.3,2,2
7,Rich Gannon*,OAK,34,QB,16,16,8-8-0,304,515,59,3840,24,4.7,14,2.7,195,50,7.5,7.2,12.6,240,86.5,49,241,6.38,6.12,8.7,3,3
8,Elvis Grbac,KAN,29,QB,16,16,9-7-0,294,499,58.9,3389,22,4.4,15,3,163,86,6.8,6.3,11.5,211.8,81.7,26,170,6.13,5.68,5,1,2
9,Jon Kitna,SEA,27,QB,15,15,8-7-0,270,495,54.5,3346,23,4.6,16,3.2,168,51,6.8,6.2,12.4,223.1,77.7,32,198,5.97,5.48,6.1,2,2
10,Doug Flutie,BUF,37,QB,15,15,10-5-0,264,478,55.2,3171,19,4,16,3.3,157,54,6.6,5.9,12,211.4,75.1,26,176,5.94,5.27,5.2,2,2
11,Mark Brunell*,JAX,29,QB,15,15,13-2-0,259,441,58.7,3060,14,3.2,9,2,154,62,6.9,6.7,11.8,204,82,29,174,6.14,5.87,6.2,2,3
12,Brian Griese,DEN,24,QB,14,13,4-9-0,261,452,57.7,3032,14,3.1,14,3.1,139,88,6.7,5.9,11.6,216.6,75.6,27,176,5.96,5.23,5.6,1,2
13,Troy Aikman,DAL,33,QB,14,14,7-7-0,263,442,59.5,2964,17,3.8,12,2.7,129,90,6.7,6.3,11.3,211.7,81.1,19,130,6.15,5.71,4.1,1,1
14,Jeff George,MIN,32,QB,12,10,8-2-0,191,329,58.1,2816,23,7,12,3.6,121,80,8.6,8.3,14.7,234.7,94.2,28,228,7.25,7.03,7.8,2,4
15,Jim Harbaugh,SDG,36,QB,14,12,6-6-0,249,434,57.4,2761,10,2.3,14,3.2,130,80,6.4,5.4,11.1,197.2,70.6,37,208,5.42,4.51,7.9,2,2
16,Jeff Blake,CIN,29,QB,14,12,3-9-0,215,389,55.3,2670,16,4.1,12,3.1,125,76,6.9,6.3,12.4,190.7,77.6,30,168,5.97,5.45,7.2,,
17,Jeff Garcia,SFO,29,QB,13,10,2-8-0,225,375,60,2544,11,2.9,11,2.9,134,62,6.8,6.1,11.3,195.7,77.9,15,104,6.26,5.55,3.8,,
18,Dan Marino,MIA,38,QB,11,11,5-6-0,204,369,55.3,2448,12,3.3,17,4.6,122,62,6.6,5.2,12,222.5,67.4,9,66,6.3,4.91,2.4,2,2
19,Tim Couch,CLE,22,QB,15,14,2-12-0,223,399,55.9,2447,15,3.8,13,3.3,110,78,6.1,5.4,11,163.1,73.2,56,359,4.59,3.96,12.3,2,2
20,Chris Chandler,ATL,34,QB,12,12,4-8-0,174,307,56.7,2339,16,5.2,11,3.6,113,60,7.6,7,13.4,194.9,83.5,32,230,6.22,5.71,9.4,,
21,Kerry Collins,NYG,27,qb,10,7,2-5-0,190,331,57.4,2318,8,2.4,11,3.3,116,80,7,6,12.2,231.8,73.3,16,112,6.36,5.39,4.6,2,2
22,Steve McNair,TEN,26,QB,11,11,9-2-0,187,331,56.5,2179,12,3.6,8,2.4,101,65,6.6,6.2,11.7,198.1,78.6,16,74,6.07,5.72,4.6,1,2
23,Tony Banks,BAL,26,QB,12,10,6-4-0,169,320,52.8,2136,17,5.3,8,2.5,93,76,6.7,6.6,12.6,178,81.2,33,190,5.51,5.46,9.3,0,1
24,Gus Frerotte,DET,28,qb,9,6,2-4-0,175,288,60.8,2117,9,3.1,7,2.4,91,77,7.4,6.9,12.1,235.2,83.6,28,202,6.06,5.63,8.9,2,2
25,Jake Plummer,ARI,25,QB,12,11,3-8-0,201,381,52.8,2111,9,2.4,24,6.3,110,63,5.5,3.2,10.5,175.9,50.8,27,152,4.8,2.6,6.6,2,2
26,Charlie Batch,DET,25,QB,11,10,6-4-0,151,270,55.9,1957,13,4.8,7,2.6,90,74,7.2,7,13,177.9,84.1,36,186,5.79,5.61,11.8,1,1
27,Billy Joe Tolliver,NOR,33,QB,10,7,1-6-0,139,268,51.9,1916,7,2.6,16,6,83,57,7.1,5,13.8,191.6,58.9,19,152,6.15,4.13,6.6,,
28,Kent Graham,NYG,31,QB,9,9,5-4-0,160,271,59,1697,9,3.3,9,3.3,82,56,6.3,5.4,10.6,188.6,74.6,26,184,5.09,4.34,8.8,1,1
29,Ray Lucas,NYJ,27,QB,9,9,6-3-0,161,272,59.2,1678,14,5.1,6,2.2,84,56,6.2,6.2,10.4,186.4,85.1,11,69,5.69,5.72,3.9,3,3
30,Shane Matthews,CHI,29,QB,8,7,3-4-0,167,275,60.7,1645,10,3.6,6,2.2,86,56,6,5.7,9.9,205.6,80.6,13,79,5.44,5.19,4.5,1,1
31,Mike Tomczak,PIT,37,qb,16,5,1-4-0,139,258,53.9,1625,12,4.7,8,3.1,78,49,6.3,5.8,11.7,101.6,75.8,15,104,5.57,5.13,5.5,,
32,Trent Dilfer,TAM,27,QB,10,10,7-3-0,146,244,59.8,1619,11,4.5,11,4.5,78,62,6.6,5.5,11.1,161.9,75.8,26,189,5.3,4.28,9.6,1,1
33,Randall Cunningham,MIN,36,qb,6,6,2-4-0,124,200,62,1475,8,4,9,4.5,72,61,7.4,6.2,11.9,245.8,79.1,15,101,6.39,5.25,7,,
34,Cade McNown,CHI,22,qb,15,6,2-4-0,127,235,54,1465,8,3.4,10,4.3,65,80,6.2,5,11.5,97.7,66.7,18,94,5.42,4.27,7.1,,
35,Kordell Stewart,PIT,27,QB,16,12,5-6-0,160,275,58.2,1464,6,2.2,10,3.6,80,42,5.3,4.1,9.2,91.5,64.9,22,131,4.49,3.38,7.4,0,1
36,Neil O'Donnell,TEN,33,qb,8,5,4-1-0,116,195,59.5,1382,10,5.1,5,2.6,65,54,7.1,7,11.9,172.8,87.6,9,63,6.47,6.34,4.4,2,2
37,Damon Huard,MIA,26,qb,16,5,4-1-0,125,216,57.9,1288,8,3.7,4,1.9,69,69,6,5.9,10.3,80.5,79.8,28,185,4.52,4.44,11.5,1,1
38,Doug Pederson,PHI,31,QB,16,9,2-7-0,119,227,52.4,1276,7,3.1,9,4,62,84,5.6,4.5,10.7,79.8,62.9,20,109,4.72,3.65,8.1,1,1
39,Jim Miller,CHI,28,qb,5,3,1-2-0,110,174,63.2,1242,7,4,6,3.4,54,77,7.1,6.4,11.3,248.4,83.5,7,43,6.62,5.91,3.9,0,1
40,Rick Mirer,NYJ,29,qb,8,6,2-4-0,95,176,54,1062,5,2.8,9,5.1,49,50,6,4.3,11.2,132.8,60.4,22,102,4.85,3.31,11.1,2,3
41,Stoney Case,BAL,27,qb,10,4,2-2-0,77,170,45.3,988,3,1.8,8,4.7,42,54,5.8,4,12.8,98.8,50.3,17,116,4.66,3.06,9.1,1,1
42,Billy Joe Hobert,NOR,28,qb,9,7,1-6-0,85,159,53.5,970,6,3.8,6,3.8,44,90,6.1,5.2,11.4,107.8,68.9,11,79,5.24,4.36,6.5,,
43,Donovan McNabb,PHI,23,qb,12,6,2-4-0,106,216,49.1,948,8,3.7,7,3.2,55,63,4.4,3.7,8.9,79,60.1,28,204,3.05,2.41,11.5,1,2
44,Dave Brown,ARI,29,qb,8,5,3-2-0,84,169,49.7,944,2,1.2,6,3.6,39,71,5.6,4.2,11.2,118,55.9,18,130,4.35,3.12,9.6,,
45,Shaun King,TAM,22,qb,6,5,4-1-0,89,146,61,875,7,4.8,4,2.7,41,68,6,5.7,9.8,145.8,82.4,11,78,5.08,4.82,7,1,1
46,Akili Smith,CIN,24,qb,7,4,1-3-0,80,153,52.3,805,2,1.3,6,3.9,35,39,5.3,3.8,10.1,115,55.6,19,110,4.04,2.7,11,1,1
47,Erik Kramer,SDG,35,,6,4,2-2-0,78,141,55.3,788,2,1.4,10,7.1,39,41,5.6,2.7,10.1,131.3,46.6,7,62,4.91,2.14,4.7,1,1
48,Tony Graziani,ATL,26,,11,3,1-2-0,62,118,52.5,759,2,1.7,4,3.4,37,62,6.4,5.2,12.2,69,64.2,12,78,5.24,4.16,9.2,1,1
49,Jay Fiedler,JAX,28,,7,1,1-0-0,61,94,64.9,656,2,2.1,2,2.1,40,25,7,6.4,10.8,93.7,83.5,7,47,6.03,5.53,6.9,,
50,Danny Kanell,ATL,26,,3,1,0-1-0,42,84,50,593,4,4.8,4,4.8,29,52,7.1,5.9,14.1,197.7,69.2,5,37,6.25,5.12,5.6,,
51,Ty Detmer,CLE,32,,5,2,0-2-0,47,91,51.6,548,4,4.4,2,2.2,27,35,6,5.9,11.7,109.6,75.7,4,26,5.49,5.39,4.2,,
52,Steve Stenstrom,SFO,28,,6,3,0-3-0,54,100,54,536,0,0,4,4,22,32,5.4,3.6,9.9,89.3,52.7,10,66,4.27,2.64,9.1,,
53,Chris Miller,DEN,34,,3,3,2-1-0,46,81,56.8,527,2,2.5,1,1.2,23,42,6.5,6.4,11.5,175.7,79.6,7,51,5.41,5.35,8,,
54,Jake Delhomme,NOR,24,,2,2,1-1-0,42,76,55.3,521,3,3.9,5,6.6,24,51,6.9,4.7,12.4,260.5,62.4,6,42,5.84,3.83,7.3,1,0
55,Steve Young,SFO,38,,3,3,2-1-0,45,84,53.6,446,3,3.6,4,4.8,17,53,5.3,3.9,9.9,148.7,60.9,8,63,4.16,2.86,8.7,1,0
56,Jason Garrett,DAL,33,,5,2,1-1-0,32,64,50,314,3,4.7,1,1.6,13,37,4.9,5.1,9.8,62.8,73.3,5,21,4.25,4.46,7.2,,
57,Rob Johnson,BUF,26,,2,1,1-0-0,25,34,73.5,298,2,5.9,0,0,16,42,8.8,9.9,11.9,149,119.5,1,9,8.26,9.4,2.9,,
58,Glenn Foley,SEA,29,,3,1,1-0-0,18,30,60,283,2,6.7,0,0,13,49,9.4,10.8,15.7,94.3,113.6,6,34,6.92,8.03,16.7,1,1
59,Eric Zeier,TAM,27,,2,1,0-1-0,32,55,58.2,270,0,0,1,1.8,12,38,4.9,4.1,8.4,135,63.4,5,36,3.9,3.15,8.3,,
60,Scott Mitchell,BAL,31,,2,2,0-2-0,24,56,42.9,236,1,1.8,4,7.1,13,28,4.2,1.4,9.8,118,31.5,6,30,3.32,0.74,9.7,,
61,Danny Wuerffel,NOR,25,,4,0,,22,48,45.8,191,0,0,3,6.3,11,22,4,1.2,8.7,47.8,30.8,5,32,3,0.45,9.4,,
62,Koy Detmer,PHI,26,,1,1,1-0-0,10,29,34.5,181,3,10.3,2,6.9,7,50,6.2,5.2,18.1,181,62.6,0,0,6.24,5.21,0,,
63,Tom Tupa*+,NYJ,33,,16,0,,6,11,54.5,165,2,18.2,0,0,3,65,15,18.6,27.5,10.3,139.2,3,30,9.64,12.5,21.4,,
64,Joe Germaine,STL,24,,3,0,,9,16,56.3,136,1,6.3,2,12.5,6,63,8.5,4.1,15.1,45.3,65.6,3,23,5.95,2.26,15.8,,
65,Rodney Peete,WAS,33,,3,0,,8,17,47.1,107,2,11.8,1,5.9,6,30,6.3,6,13.4,35.7,82.2,2,9,5.16,4.89,10.5,,
66,Vinny Testaverde,NYJ,36,,1,1,0-1-0,10,15,66.7,96,1,6.7,1,6.7,6,27,6.4,4.7,9.6,96,78.7,0,0,6.4,4.73,0,,
67,Paul Justin,STL,31,,10,0,,9,14,64.3,91,0,0,0,0,5,27,6.5,6.5,10.1,9.1,82.7,1,3,5.87,5.87,6.7,,
68,Bubby Brister,DEN,37,,2,0,,12,20,60,87,0,0,3,15,7,11,4.4,-2.4,7.3,43.5,30.6,0,0,4.35,-2.4,0,,
69,Moses Moreno,SDG,24,,1,0,,5,7,71.4,78,0,0,0,0,2,45,11.1,11.1,15.6,78,108,1,3,9.38,9.38,12.5,,
70,Frank Wycheck*,TEN,28,TE,16,16,,1,1,100,61,1,100,0,0,1,61,61,81,61,3.8,158.3,0,0,61,81,0,,
71,Steve Walsh,IND,33,,16,0,,7,13,53.8,47,0,0,2,15.4,2,11,3.6,-3.3,6.7,2.9,22.4,0,0,3.62,-3.31,0,,
72,Matt Hasselbeck,GNB,24,,16,0,,3,10,30,41,1,10,0,0,2,19,4.1,6.1,13.7,2.6,77.5,1,9,2.91,4.73,9.1,,
73,Randy Moss*,MIN,22,WR,16,16,,1,1,100,27,1,100,0,0,1,27,27,47,27,1.7,158.3,0,0,27,47,0,,
74,Michael Pittman,ARI,24,,10,2,,1,1,100,26,0,0,0,0,1,26,26,26,26,2.6,118.7,0,0,26,26,0,,
75,Scott Covington,CIN,23,,3,0,,4,5,80,23,0,0,0,0,1,8,4.6,4.6,5.8,7.7,85.8,0,0,4.6,4.6,0,,
76,Jerome Bettis,PIT,27,RB,16,16,,1,1,100,21,1,100,0,0,1,21,21,41,21,1.3,158.3,0,0,21,41,0,,
77,Warren Moon,KAN,43,,1,0,,1,3,33.3,20,0,0,0,0,1,20,6.7,6.7,20,20,57.6,0,0,6.67,6.67,0,,
78,Mark Royals,TAM,34,,16,0,,1,2,50,17,0,0,0,0,1,17,8.5,8.5,17,1.1,79.2,0,0,8.5,8.5,0,,
79,Jeff Lewis,CAR,26,,2,0,,2,3,66.7,11,0,0,0,0,0,12,3.7,3.7,5.5,5.5,72.9,1,6,1.25,1.25,25,,
80,Bobby Hoying,OAK,27,,2,0,,2,5,40,10,0,0,0,0,1,7,2,2,5,5,47.9,0,0,2,2,0,,
81,Alex Van Pelt,BUF,29,,1,0,,1,1,100,9,0,0,0,0,1,9,9,9,9,9,104.2,0,0,9,9,0,,
82,Pete Gonzalez,PIT,25,,1,0,,1,1,100,8,0,0,0,0,0,8,8,8,8,8,100,0,0,8,8,0,,
83,Carl Pickens,CIN,29,WR,16,14,,1,1,100,6,0,0,0,0,1,6,6,6,6,0.4,91.7,0,0,6,6,0,,
84,Chris Greisen,ARI,23,,2,0,,1,6,16.7,4,0,0,0,0,0,4,0.7,0.7,4,2,39.6,0,0,0.67,0.67,0,,
85,Terry Kirby,CLE,29,RB,16,10,,1,1,100,2,0,0,0,0,0,2,2,2,2,0.1,79.2,0,0,2,2,0,,
86,Steve Bono,CAR,37,,2,0,,0,1,0,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,
87,Troy Brown,NWE,28,,13,1,,0,1,0,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,
88,Brett Conway,WAS,24,,16,0,,0,1,0,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,
89,Marshall Faulk*+,STL,26,RB,16,16,,0,1,0,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,
90,Kevin Johnson,CLE,23,WR,16,16,,0,1,0,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,
91,Keyshawn Johnson*,NYJ,27,WR,16,16,,0,1,0,0,0,0,0,0,0,0,0,0,,0,39.6,1,9,-4.5,-4.5,50,,
92,Jerry Rice,SFO,37,WR,16,16,,0,1,0,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,
93,Mikhael Ricks,SDG,25,WR,16,15,,0,1,0,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,
94,Deion Sanders*,DAL,32,RCB,14,14,,0,1,0,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,
95,Frank Sanders,ARI,26,WR,16,16,,0,1,0,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,
96,Torrance Small,PHI,29,WR,15,15,,0,2,0,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,
97,Lamar Smith,NOR,29,,13,2,,0,1,0,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,
98,Rod Smith,DEN,29,WR,15,15,,0,1,0,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,
99,Jerald Sowell,NYJ,25,,16,0,,0,1,0,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,
100,Ricky Williams,NOR,22,RB,12,12,,0,1,0,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,
101,Scott Zolak,MIA,32,,1,0,,0,4,0,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,
